Име - Категория,Име - Група,Име артикул,Брой в опаковка артикул,Минимално количество за поръчка артикул
Винтонавивна техника,Винтове,Винт SBS fine thread  3.9 x 55 mm,500,3000
Винтонавивна техника,Винтове,Винт SBS fine thread  4.2 x 65 mm,200,2600
Винтонавивна техника,Винтове,Винт SBS fine thread  4.2 x 75 mm,200,2600
Винтонавивна техника,Винтове,Винт SBS coarse thread  3.9 x 25 mm,1000,13000
Винтонавивна техника,Винтове,Винт SBS coarse thread  4.2 x 55 mm,500,3000
Винтонавивна техника,Винтове,Винт SBS coarse thread  4.2 x 75 mm,200,2600
Винтонавивна техника,Винтове,Винт SBS coarse thread  4.2 x 90 mm,200,1800
Винтонавивна техника,Винтове,Винт SBS fine thread  3.9 x 25 mm,1000,13000
Винтонавивна техника,Винтове,Винт SBS fine thread  3.9 x 35 mm,1000,9000
Винтонавивна техника,Винтове,Винт SBS fine thread  3.9 x 45 mm,1000,6000
Винтонавивна техника,Винтове,Винт SBS coarse thread  3.9 x 35 mm,1000,9000
Винтонавивна техника,Винтове,Винт SBS coarse thread  3.9 x 45 mm,1000,6000
Винтонавивна техника,Винтове,Винт TEKS  3.5 x 25 mm,1000,13000
Винтонавивна техника,Винтове,Винт TEKS  3.5 x 35 mm,1000,9000
Винтонавивна техника,Винтове,Винт TEKS  3.5 x 45 mm,1000,6000
Винтонавивна техника,Винтове,Винт TEKS  3.5 x 55 mm,500,3000
Винтонавивна техника,Винтове,Винт Fermacell  3.9 x 19 mm,1000,1000
Винтонавивна техника,Винтове,Винт Fermacell  3.9 x 30 mm,1000,1000
Винтонавивна техника,Винтове,Винт Fermacell  3.9 x 45 mm,1000,1000
Винтонавивна техника,Винтове,Винт Fermacell  3.9 x 55 mm,500,500
Винтонавивна техника,Винтове,Винт SR-SS  7 x 65 mm / hex,100,900
Винтонавивна техника,Винтове,Винт SR-SS  7 x 85 mm / hex,100,600
Винтонавивна техника,Винтове,Винт SR-SS  7 x 105 mm / hex,100,600
Винтонавивна техника,Винтове,Винт SR-SS  7 x 125 mm / hex,100,300
Винтонавивна техника,Винтове,Винт SR-SS  7 x 145 mm / hex,100,300
Винтонавивна техника,Винтове,Винт SR-SS  7 x 165 mm / hex,100,300
Винтонавивна техника,Винтове,Винт SR-SS  7 x 205 mm / hex,100,200
Винтонавивна техника,Винтове,Винт SR-SS  7 x 245 mm / hex,100,200
Винтонавивна техника,Винтове,Винт SR-SS  7 x 285 mm / hex,50,50
Винтонавивна техника,Винтове,Винт SR-SS  7 x 305 mm / hex,50,50
Винтонавивна техника,Винтове,Винт SR-STB  7 x 65 mm / hex / T40 / Collar,100,300
Винтонавивна техника,Винтове,Винт SR-STB  7 x 85 mm / hex / T40 / Collar,100,300
Винтонавивна техника,Винтове,Винт SR-STB  7 x 105 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 125 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 145 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 165 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 205 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 245 mm / hex / T40 / Collar,100,200
Винтонавивна техника,Винтове,Винт SR-STB  7 x 285 mm / hex / T40 / Collar,50,50
Винтонавивна техника,Винтове,Винт SR-STB  7 x 305 mm / hex / T40 / Collar,50,50
Винтонавивна техника,Винтове,Винт SR-S  6 x 65 mm / Pozi 3,100,900
Винтонавивна техника,Винтове,Винт SR-S  6 x 85 mm / Pozi 3,100,900
Винтонавивна техника,Винтове,Винт SR-S  6 x 105 mm / Pozi 3,100,900
Винтонавивна техника,Винтове,Винт SR-S  6 x 125 mm / Pozi 3,100,600
Винтонавивна техника,Винтове,Винт SR-S  6 x 145 mm / Pozi 3,100,300
Винтонавивна техника,Винтове,Винт SR-S  7 x 85 mm / Pozi 3,100,600
Винтонавивна техника,Винтове,Винт SR-S  7 x 105 mm / Pozi 3,100,600
Винтонавивна техника,Винтове,Винт SR-S  7 x 125 mm / Pozi 3,100,300
Винтонавивна техника,Винтове,Винт SR-S  7 x 145 mm / Pozi 3,100,300
Винтонавивна техника,Винтове,Винт SR-S  7 x 165 mm / Pozi 3,100,300
Винтонавивна техника,Винтове,Винт SR-S  7 x 205 mm / Pozi 3,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 65 mm / T40,100,900
Винтонавивна техника,Винтове,Винт SR-ST  7 x 85 mm / T40,100,600
Винтонавивна техника,Винтове,Винт SR-ST  7 x 105 mm / T40,100,600
Винтонавивна техника,Винтове,Винт SR-ST  7 x 125 mm / T40,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 145 mm / T40,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 165 mm / T40,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 205 mm / T40,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 245 mm / T40,100,300
Винтонавивна техника,Винтове,Винт SR-ST  7 x 285 mm / T40,50,50
Винтонавивна техника,Винтове,Винт SR-ST  7 x 305 mm / T40,50,50
Винтонавивна техника,Винтове,Винт SR-ST  6 x 65 mm / T30,100,900
Винтонавивна техника,Винтове,Винт SR-ST  6 x 85 mm / T30,100,900
Винтонавивна техника,Винтове,Винт SR-ST  6 x 105 mm / T30,100,900
Винтонавивна техника,Винтове,Винт SR-ST  6 x 125 mm / T30,100,600
Винтонавивна техника,Винтове,Винт SR-ST  6 x 145 mm / T30,100,300
Винтонавивна техника,Винтове,Винт SR-SK  7 x 105 mm / T40 / M5,100,600
Винтонавивна техника,Винтове,Винт SR-SK  7 x 125 mm / T40 / M5,100,300
Винтонавивна техника,Винтове,Винт SR-SK  7 x 145 mm / T40 / M5,100,300
Винтонавивна техника,Винтове,Винт SR-SK  7 x 165 mm / T40 / M5,100,300
Винтонавивна техника,Винтове,Винт SR-SK  7 x 205 mm / T40 / M5,100,300
Винтонавивна техника,Винтове,Винт SR-SK  7 x 245 mm / T40 / M5,100,300
Винтонавивна техника,Винтове,Монтажна котва Rehau S730,100,1
Винтонавивна техника,Накрайници,Бит имбус 3.0 x 25 mm,1,1
Винтонавивна техника,Накрайници,Бит имбус 4.0 x 25 mm,1,1
Винтонавивна техника,Накрайници,Бит имбус 5.0 x 25 mm,1,1
Винтонавивна техника,Накрайници,Бит имбус 6.0 x 25 mm,1,1
Винтонавивна техника,Накрайници,Накрайник титан,1,1
Винтонавивна техника,Винтове,CWS-ZP Винт директен монтаж 7.5 х 92-бял цинк/TX30/100бр-Bessol,100,100
Винтонавивна техника,Винтове,Винт метал TRS-ST 4.2 х 13 /самонар шир п-я/ 1000бр-Bessol,1000,1000
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 19/самонар шир. п-я/1000бр-Bessol,1000,1000
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 25 /самонар шир периферия/1000бр-Bessol,1000,1000
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 32 /самонар шир периферия/ 1000бр- Bessol,1000,1000
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 38 /самонар шир периферия/ 1000бр- Bessol,100,0
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 41 /самонар шир пер./ 500бр -Bessol,500,500
Винтонавивна техника,Винтове,TRS-ST Винт метал 4.2 х 51 /самонар шир периферия/ 500бр- Bessol,500,500
Винтонавивна техника,Винтове,Капачка за винт по  RAL8017 SW8,100,100
Винтонавивна техника,Винтове,Винт за дърво 4 х 45 Zn DIN 17101,1000,1000
Винтонавивна техника,Винтове,Директен окачвач за профили,1,1
Винтонавивна техника,Винтове,Шайба уплътнителна поцинкована  V22 /3.0 / 6.8 EJOT,5000,100
Винтонавивна техника,Винтове,Винт за метал самопробивен 4.8 х 19 JT2-H3 Ejot,1000,1000
Винтонавивна техника,Винтове,Винт за метал самопробивен 4.8 х 20 V14 -Ejot JT2-2H,1000,1000
